pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2025-07-04,88.1,-1.57,6.32,"Giolito, Lucas",669743,608337,field_out,hit_into_play,,,,,3,Alex Call flies out to right fielder Wilyer Abreu in foul territory.,R,R,R,WSH,BOS,X,9,fly_ball,2,2,2025,0.17,0.34,0.53,2.94,,660688,682928,1,8,Bot,188.97,145.21,,,,,4.759740329393793,-128.3509832,-2.884805461,1.0339468710170705,23.669459672550378,-28.07960782,3.46,1.75,206,88.8,58,88.8,1971,6.4,777245,665966,647351,666152,691785,596115,681987,678882,677800,54.05,0.011,0.011,0,1,0,0,3,74,5,Slider,1,11,1,11,11,1,1,11,Standard,Standard,151,0,-0.213,68.5,7,0.016,0.213,88.8,-10,-10,0.000865948,0.000865948,30,30,31,31,4,0,6,1,5,2,2.57,-0.17,-0.17,49.4,16.505646378079224,4.820971048784286,25.719631622952097,43.34198447537369,28.443597794456533
FF,2025-07-04,96.2,-1.42,6.38,"Giolito, Lucas",669743,608337,,ball,,,,,11,Ball,R,R,R,WSH,BOS,B,,,1,2,2025,-0.71,1.36,-0.82,3.71,,660688,682928,1,8,Bot,,,,,,,3.2238668842471125,-140.1559659,-4.654505934,-10.14006992,30.261183569274454,-13.38088915,3.5,1.56,,,,97.2,2292,6.7,777245,665966,647351,666152,691785,596115,681987,678882,677800,53.82,,,,,,,,74,4,4-Seam Fastball,1,11,1,11,11,1,1,11,Standard,Standard,200,0,0.043,,,,-0.043,,-10,-10,0.000865948,0.000865948,30,30,31,31,4,0,6,1,5,2,1.09,0.71,0.71,55.4,,,,,
FF,2025-07-04,95.4,-1.41,6.35,"Giolito, Lucas",669743,608337,,ball,,,,,12,Ball,R,R,R,WSH,BOS,B,,,0,2,2025,-0.61,1.18,0.16,4.45,,660688,682928,1,8,Bot,,,,,,,5.538626740296895,-138.8955552,-2.079194974,-9.051777828,30.03542336990295,-16.60035228,3.47,1.66,,,,96.2,2259,6.6,777245,665966,647351,666152,691785,596115,681987,678882,677800,53.88,,,,,,,,74,3,4-Seam Fastball,1,11,1,11,11,1,1,11,Standard,Standard,208,0,0.014,,,,-0.014,,-10,-10,0.000865948,0.000865948,30,30,31,31,4,0,6,1,5,2,1.31,0.61,0.61,53.8,,,,,
SL,2025-07-04,87.7,-1.51,6.37,"Giolito, Lucas",669743,608337,,foul,,,,,5,Foul,R,R,R,WSH,BOS,S,,,0,1,2025,0.17,0.42,-0.25,2.74,,660688,682928,1,8,Bot,,,,,,,2.7064531963218665,-127.7508144,-3.615053223,1.3832555407034135,23.322395703253402,-27.05312729,3.46,1.75,208,77,23,88.6,2054,6.5,777245,665966,647351,666152,691785,596115,681987,678882,677800,53.97,,,,,,,,74,2,Slider,1,11,1,11,11,1,1,11,Standard,Standard,203,0,-0.053,45.9,5.1,,0.053,88,-10,-10,0.000865948,0.000865948,30,30,31,31,4,0,6,1,5,2,2.51,-0.17,-0.17,53.5,-10.54211924,38.99500967224731,34.65543746699973,33.83941751300473,12.738191787610678
SL,2025-07-04,84.9,-1.71,5.71,"Cecconi, Slade",678009,677944,strikeout,swinging_strike,,,,,14,Parker Meadows strikes out swinging.,R,L,R,CLE,DET,S,2,,2,2,2025,0.54,0.21,0.29,1.09,,,,2,6,Top,,,,,,,3.609067339529265,-123.5834744,-4.964467716,4.893876797651054,23.63134576597132,-29.26565797,3.51,1.69,,,,85.5,2603,6.6,777249,666310,467793,682657,608070,682177,680757,666134,671286,53.94,,0,0,1,0,0,,48,5,Slider,1,2,2,1,2,1,2,1,Infield shade,Standard,59,0.003,-0.224,73.8,8.4,,0.224,,-1,1,0.383533271,0.616466729,26,25,26,26,3,2,6,1,5,2,2.94,-0.54,0.54,36.6,13.403895310279296,-20.82036649,35.52495749711482,36.255830409849494,42.955742556592725
FF,2025-07-04,93.4,-1.78,5.82,"Cecconi, Slade",678009,677944,,called_strike,,,,,7,Called Strike,R,L,R,CLE,DET,S,,,2,1,2025,-0.9,1.21,-0.54,2.05,,,,2,6,Top,,,,,,,5.191010296850405,-135.7818886,-6.612748418,-12.28529686,29.51699753094163,-15.97724238,3.61,1.69,,,,93.6,2306,6.4,777249,666310,467793,682657,608070,682177,680757,666134,671286,54.06,,,,,,,,48,4,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shade,Standard,221,-0.009,-0.073,,,,0.073,,-1,1,0.383533271,0.616466729,26,25,26,26,3,2,6,1,5,2,1.41,0.9,-0.9,40.3,,,,,
FF,2025-07-04,95.5,-1.5,6.31,"Giolito, Lucas",669743,608337,,called_strike,,,,,13,Called Strike,R,R,R,WSH,BOS,S,,,0,0,2025,-0.66,1.57,-1.05,2.03,,660688,682928,1,8,Bot,,,,,,,2.697089120823342,-138.8225877,-9.186252151,-9.104533437,33.43861806525226,-9.937152712,3.47,1.74,,,,95.8,2434,6.7,777245,665966,647351,666152,691785,596115,681987,678882,677800,53.81,,,,,,,,74,1,4-Seam Fastball,1,11,1,11,11,1,1,11,Standard,Standard,204,0,-0.033,,,,0.033,,-10,-10,0.000865948,0.000865948,30,30,31,31,4,0,6,1,5,2,0.95,0.66,0.66,53.9,,,,,
SL,2025-07-04,87.2,-1.67,6.33,"Giolito, Lucas",682928,608337,walk,ball,,,,,11,CJ Abrams walks. Keibert Ruiz to 2nd.,R,L,R,WSH,BOS,B,,,3,2,2025,0.27,0.42,-0.23,4.68,,,660688,1,8,Bot,,,,,,,2.9274075473079013,-127.0913259,1.3028110234025871,2.3604901132490217,25.270873085399995,-28.09973765,3.59,1.6,,,,87.8,2035,6.5,777245,665966,647351,666152,691785,596115,681987,678882,677800,53.96,,0.691497,0.7,1,0,0,,73,7,Slider,1,11,1,11,11,1,1,11,Infield shade,Standard,174,0.001,0.266,,,,-0.266,,-10,-10,0.000407063,0.000407063,30,24,31,25,4,3,6,1,5,1,2.56,-0.27,0.27,51.3,,,,,
CU,2025-07-04,75.9,-2.73,6.68,"Mikolas, Miles",664023,571945,field_out,hit_into_play,,,,,8,Ian Happ lines out to first baseman Willson Contreras.,R,L,R,CHC,STL,X,3,line_drive,0,1,2025,0.81,-1.16,-0.23,1.9,,,,2,6,Bot,164.24,164.54,,,,,3.758369397533955,-110.3836233,-0.733856266,5.761067616555872,22.361190355083227,-41.68468049,3.58,1.65,131,85.4,10,75,2685,6,777246,686780,575929,680977,571448,691026,663457,687363,676475,54.53,0.477,0.429,0,1,0,0,4,48,2,Curveball,8,1,8,1,1,8,8,1,Infield shade,Standard,40,0.001,-0.217,73.3,7.7,0.505,0.217,88,7,7,0.9917372283009793,0.9917372283009793,36,30,37,31,4,3,6,1,6,1,5.17,-0.81,0.81,45,19.859675182804626,-21.56250167,36.55532080564063,38.69868995072424,47.202800508744204
SL,2025-07-04,83.8,-1.65,5.75,"Cecconi, Slade",678009,677944,,swinging_strike,,,,,14,Swinging Strike,R,L,R,CLE,DET,S,,,2,0,2025,0.64,0.27,1.44,2.07,,,,2,6,Top,,,,,,,5.9361018400292425,-122.0588346,-2.694142956,5.330445045827668,22.115967282694424,-29.13941289,3.51,1.69,,,,84.6,2600,6.6,777249,666310,467793,682657,608070,682177,680757,666134,671286,53.93,,,,,,,,48,3,Slider,1,2,2,1,2,1,2,1,Infield shade,Standard,66,-0.009,-0.066,67.6,8.5,,0.066,,-1,1,0.383533271,0.616466729,26,25,26,26,3,2,6,1,5,2,2.95,-0.64,0.64,38.9,19.734473563921735,-45.55331692,29.257804974816096,23.41641952451493,56.25470843978269
FF,2025-07-04,93.2,-2.65,6.58,"Mikolas, Miles",664023,571945,,called_strike,,,,,9,Called Strike,R,L,R,CHC,STL,S,,,0,0,2025,-0.89,1.11,0.63,2.05,,,,2,6,Bot,,,,,,,10.326602559761378,-135.1813668,-8.22786257,-13.1663569,30.555030155341274,-16.83873357,3.7,1.73,,,,92.5,2314,6.1,777246,686780,575929,680977,571448,691026,663457,687363,676475,54.37,,,,,,,,48,1,4-Seam Fastball,8,1,8,1,1,8,8,1,Infield shade,Standard,221,0.001,-0.043,,,,0.043,,7,7,0.9917372283009793,0.9917372283009793,36,30,37,31,4,3,6,1,6,1,1.54,0.89,-0.89,40.7,,,,,
CU,2025-07-04,76.3,-1.49,6,"Cecconi, Slade",678009,677944,,ball,,,,,14,Ball,R,L,R,CLE,DET,B,,,1,0,2025,0.8,-1.01,0.44,1.4,,,,2,6,Top,,,,,,,2.607417765993964,-111.1467608,-0.800101683,6.147820382801481,20.894571820158053,-40.62935125,3.59,1.65,,,,76,2381,6.1,777249,666310,467793,682657,608070,682177,680757,666134,671286,54.38,,,,,,,,48,2,Curveball,1,2,2,1,2,1,2,1,Infield shade,Standard,41,-0.009,0.065,,,,-0.065,,-1,1,0.383533271,0.616466729,26,25,26,26,3,2,6,1,5,2,4.94,-0.8,0.8,47.4,,,,,
SL,2025-07-04,88.1,-1.67,6.29,"Giolito, Lucas",682928,608337,,ball,,,,,9,Ball,R,L,R,WSH,BOS,B,,,2,2,2025,0.15,0.35,0.28,1.46,,,660688,1,8,Bot,,,,,,,4.435339790114989,-128.3263985,-6.542700934,0.9581322586532863,19.67642272344202,-27.36689459,3.38,1.57,,,,89.2,2069,6.4,777245,665966,647351,666152,691785,596115,681987,678882,677800,54.13,,,,,,,,73,6,Slider,1,11,1,11,11,1,1,11,Infield shade,Standard,200,0.001,0.098,,,,-0.098,,-10,-10,0.000407063,0.000407063,30,24,31,25,4,3,6,1,5,1,2.52,-0.15,0.15,51.2,,,,,
CH,2025-07-04,87,-1.7,5.65,"Cecconi, Slade",678009,677944,,ball,,,,,13,Ball,R,L,R,CLE,DET,B,,,0,0,2025,-1.26,0.3,-0.21,-0.39,,,,2,6,Top,,,,,,,6.229467423417104,-126.387819,-9.008017192,-14.79635525,24.399923506790365,-27.35705091,3.63,1.64,,,,87.9,1572,6.8,777249,666310,467793,682657,608070,682177,680757,666134,671286,53.66,,,,,,,,48,1,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,236,-0.009,0.037,,,,-0.037,,-1,1,0.383533271,0.616466729,26,25,26,26,3,2,6,1,5,2,2.71,1.26,-1.26,34.3,,,,,
CH,2025-07-04,86,-2.95,6.38,"Mikolas, Miles",807713,571945,field_out,hit_into_play,,,,,13,Matt Shaw lines out to second baseman Brendan Donovan.,R,R,R,CHC,STL,X,4,line_drive,1,2,2025,-1.05,0.7,-1,1.45,,,,1,6,Bot,147.17,138.64,,,,,6.739550694497817,-124.9654209,-6.881781907,-12.3212026,24.830266930715045,-23.63765646,3.34,1.55,165,69,20,86.1,1507,6.4,777246,686780,575929,680977,571448,691026,663457,687363,676475,54.08,0.854,0.783,0,1,0,0,4,47,4,Changeup,8,1,8,1,1,8,8,1,Standard,Standard,227,0.001,-0.18,64.2,6.8,0.914,0.18,88,7,7,0.9922554636856039,0.9922554636856039,36,23,37,24,3,2,6,1,6,1,2.39,1.05,1.05,39.5,-0.187227175,1.4524968015646895,48.481808788453655,26.90999132694537,23.05010935466862
SL,2025-07-04,87,-1.68,6.34,"Giolito, Lucas",682928,608337,,foul,,,,,6,Foul,R,L,R,WSH,BOS,S,,,2,2,2025,0.06,0.29,0.68,2.36,,,660688,1,8,Bot,,,,,,,5.501894291262097,-126.7421086,-4.054141184,-0.232283854,21.606256158847287,-28.47316326,3.5,1.54,5,95.8,-25,87.1,1927,5.9,777245,665966,647351,666152,691785,596115,681987,678882,677800,54.57,,,,,,,,73,5,Slider,1,11,1,11,11,1,1,11,Infield shade,Standard,189,0.001,0,76.4,8.4,,0,95.8,-10,-10,0.000407063,0.000407063,30,24,31,25,4,3,6,1,5,1,2.67,-0.06,0.06,49.1,18.8764723,-35.95864519,23.985615935031458,29.451992603224713,46.76779002
FF,2025-07-04,94.9,-1.57,5.92,"Cecconi, Slade",663837,677944,field_out,hit_into_play,,,,,13,Matt Vierling flies out to center fielder Nolan Jones.,R,R,R,CLE,DET,X,8,fly_ball,0,2,2025,-0.85,1.28,-0.35,1.53,,,,1,6,Top,173.77,74.99,,,,,5.073293455948066,-137.9364038,-8.698198563,-11.978431,28.417464264778836,-14.17062313,3.45,1.68,329,96.4,36,95,2408,6.2,777249,666310,467793,682657,608070,682177,680757,666134,671286,54.26,0.106,0.185,0,1,0,0,3,47,5,4-Seam Fastball,1,2,2,1,2,1,2,1,Strategic,Standard,217,0.01,-0.163,71.8,7.8,0.357,0.163,96.4,-1,1,0.36496659562553063,0.6350334043744694,26,28,26,29,3,2,6,2,5,1,1.25,0.85,0.85,40.6,9.364205257681764,-0.0298238,42.18758068803218,30.840242365502057,33.04880567776388
CU,2025-07-04,76.3,-2.8,6.72,"Mikolas, Miles",807713,571945,,called_strike,,,,,1,Called Strike,R,R,R,CHC,STL,S,,,1,1,2025,0.72,-1.03,-0.65,2.85,,,,1,6,Bot,,,,,,,3.195692804914289,-110.9639374,0.8331563512751681,5.2845129986401975,22.210752669895093,-40.99123567,3.34,1.47,,,,75.4,2673,6,777246,686780,575929,680977,571448,691026,663457,687363,676475,54.54,,,,,,,,47,3,Curveball,8,1,8,1,1,8,8,1,Standard,Standard,34,0.002,-0.064,,,,0.064,,7,7,0.9922554636856039,0.9922554636856039,36,23,37,24,3,2,6,1,6,1,4.98,-0.72,-0.72,46.7,,,,,
CH,2025-07-04,84.2,-1.42,6.33,"Giolito, Lucas",682928,608337,,blocked_ball,,,,,13,Ball In Dirt,R,L,R,WSH,BOS,B,,,1,2,2025,-0.94,1.13,-0.1,0.53,,,660688,1,8,Bot,,,,,,,4.931744593545952,-122.4177917,-9.456073663,-10.33915636,19.128091206146934,-19.29311853,3.51,1.39,,,,85.2,1775,6.5,777245,665966,647351,666152,691785,596115,681987,678882,677800,54,,,,,,,,73,4,Changeup,1,11,1,11,11,1,1,11,Infield shade,Strategic,220,0.001,0.044,,,,-0.044,,-10,-10,0.000407063,0.000407063,30,24,31,25,4,3,6,1,5,1,2.04,0.94,-0.94,54.8,,,,,
SL,2025-07-04,83.3,-1.87,5.73,"Strider, Spencer",641933,675911,walk,ball,,,,,13,Tyler O'Neill walks.,R,R,R,ATL,BAL,B,,,3,2,2025,0.39,-0.12,-1.01,1.58,,,,0,7,Top,,,,,,,1.2385127178352657,-121.4147781,-2.954530267,3.639507361752623,22.20995838864528,-33.01191489,3.13,1.29,,,,85.1,2382,7.2,777252,686948,621566,645277,663586,669397,595777,671739,660670,53.28,,0.691497,0.7,1,0,0,,52,6,Slider,2,3,3,2,3,2,3,2,Standard,Standard,108,-0.045,0.356,,,,-0.356,,-1,1,0.30779313671502634,0.6922068632849736,26,30,27,30,3,2,5,50,6,1,3.38,-0.39,-0.39,41.1,,,,,
CU,2025-07-04,80.5,-1.54,6.46,"Giolito, Lucas",682928,608337,,blocked_ball,,,,,14,Ball In Dirt,R,L,R,WSH,BOS,B,,,0,2,2025,0.53,-1.2,0.6,-1.19,,,660688,1,8,Bot,,,,,,,3.7358787010762193,-117.0987371,-7.990684947,4.169648546,22.28852235061078,-41.92301209,3.56,1.54,,,,80.2,2568,6.1,777245,665966,647351,666152,691785,596115,681987,678882,677800,54.37,,,,,,,,73,3,Curveball,1,11,1,11,11,1,1,11,Infield shade,Strategic,12,0.001,0.01,,,,-0.01,,-10,-10,0.000407063,0.000407063,30,24,31,25,4,3,6,1,5,1,4.73,-0.53,0.53,54,,,,,
SI,2025-07-04,91.4,-2.86,6.54,"Mikolas, Miles",807713,571945,,foul,,,,,11,Foul,R,R,R,CHC,STL,S,,,1,0,2025,-1.14,0.65,-1.05,2.86,,,,1,6,Bot,,,,,,,6.978638547812406,-132.9704453,-4.791579357,-15.01072001,26.763272724596934,-23.69092693,3.34,1.55,288,87,24,91.4,2217,6.1,777246,686780,575929,680977,571448,691026,663457,687363,676475,54.36,,,,,,,,47,2,Sinker,8,1,8,1,1,8,8,1,Standard,Standard,218,0.002,-0.049,73.8,7.2,,0.049,88,7,7,0.9922554636856039,0.9922554636856039,36,23,37,24,3,2,6,1,6,1,2.07,1.14,1.14,41,17.462813335849066,-16.92384399,23.65109084290027,27.59132077,36.26978278108663
CU,2025-07-04,77.6,-1.32,6.03,"Cecconi, Slade",663837,677944,,foul,,,,,14,Foul,R,R,R,CLE,DET,S,,,0,2,2025,0.86,-1.02,0.46,1.45,,,,1,6,Top,,,,,,,2.230057736730171,-112.9856844,-0.94958472,6.9006799600629085,22.209955109792972,-40.89617938,3.45,1.68,12,49.2,-6,77.4,2430,6.3,777249,666310,467793,682657,608070,682177,680757,666134,671286,54.2,,,,,,,,47,4,Curveball,1,2,2,1,2,1,2,1,Strategic,Standard,35,-0.008,0,71.4,8.3,,0,88,-1,1,0.36496659562553063,0.6350334043744694,26,28,26,29,3,2,6,2,5,1,4.82,-0.86,-0.86,47.6,20.36157996239106,-13.51578803,35.128639627535456,40.24047148824047,46.17805602926484
FF,2025-07-04,95.6,-1.78,5.85,"Strider, Spencer",641933,675911,,foul,,,,,4,Foul,R,R,R,ATL,BAL,S,,,3,1,2025,-0.86,1.23,-0.52,2.54,,,,0,7,Top,,,,,,,5.3309420112186485,-139.0335695,-5.955754232,-12.27490657,30.038476027888336,-15.12627162,3.13,1.36,13,95.1,-11,97.1,2334,7.1,777252,686948,621566,645277,663586,669397,595777,671739,660670,53.43,,,,,,,,52,5,4-Seam Fastball,2,3,3,2,3,2,3,2,Standard,Standard,209,-0.008,-0.094,80.2,7.8,,0.094,95.1,-1,1,0.30779313671502634,0.6922068632849736,26,30,27,30,3,2,5,50,6,1,1.26,0.86,0.86,43.8,26.079409233538986,-13.45565445,37.558491659431134,27.041846069514307,40.71274504998083
FF,2025-07-04,93.8,2.04,5.69,"Bubic, Kris",666971,663460,field_out,hit_into_play,,,,,1,"Lourdes Gurriel Jr. grounds out, second baseman Jonathan India to first baseman Vinnie Pasquantino.",R,R,L,AZ,KC,X,4,ground_ball,0,2,2025,0.23,1.51,-0.39,3.63,,,672695,2,7,Bot,135.81,163.98,,,,,-6.853716973,-136.5196999,-2.996667566,4.369246927774367,28.608861317024914,-12.72465158,3.71,1.74,16,55.7,-10,94.7,2397,6.7,777248,666023,686469,663697,672580,677951,592192,670231,695506,53.79,0.049,0.05,0,1,0,0,1,65,4,4-Seam Fastball,3,9,3,9,9,3,3,9,Standard,Standard,153,-0.006,-0.174,55.5,5.4,0.049,0.174,88,-6,-6,0.012721055,0.012721055,27,31,28,32,4,3,5,1,5,1,1.07,0.23,-0.23,38,-6.417087754,27.73468296135617,33.37620220818248,28.50367534593905,13.966712436157714
SL,2025-07-04,88.2,-2.96,6.55,"Mikolas, Miles",807713,571945,,ball,,,,,14,Ball,R,R,R,CHC,STL,B,,,0,0,2025,0.07,0.52,1.05,1.1,,,,1,6,Bot,,,,,,,9.563568853503574,-128.0850199,-8.294436001,-0.896384443,21.818579996629033,-25.06222833,3.34,1.61,,,,88.3,2323,6.1,777246,686780,575929,680977,571448,691026,663457,687363,676475,54.41,,,,,,,,47,1,Slider,8,1,8,1,1,8,8,1,Standard,Standard,198,0.002,0.039,,,,-0.039,,7,7,0.9922554636856039,0.9922554636856039,36,23,37,24,3,2,6,1,6,1,2.38,-0.07,-0.07,40.4,,,,,
CH,2025-07-04,81.5,-1.61,6.42,"Giolito, Lucas",682928,608337,,foul,,,,,4,Foul,R,L,R,WSH,BOS,S,,,0,1,2025,-0.76,1,-0.35,2.8,,,660688,1,8,Bot,,,,,,,4.2939121139386796,-118.6780567,-3.558001363,-7.96983109,19.616399977591737,-22.19399307,3.5,1.54,205,102.4,12,82.2,1713,6.4,777245,665966,647351,666152,691785,596115,681987,678882,677800,54.1,,,,,,,,73,2,Changeup,1,11,1,11,11,1,1,11,Infield shade,Strategic,221,0.001,-0.047,75.4,8.3,,0.047,102.4,-10,-10,0.000407063,0.000407063,30,24,31,25,4,3,6,1,5,1,2.39,0.76,-0.76,54.5,20.030055383973707,-22.89399651,22.607457765268204,41.91551142033729,43.71741280575178
FC,2025-07-04,87.7,1.31,5.77,"Rodriguez, Eduardo",666023,593958,strikeout,swinging_strike,,,,,12,Freddy Fermin strikes out swinging.,R,R,L,AZ,KC,S,2,,3,2,2025,-0.08,0.7,0.89,3.34,,,,0,5,Top,,,,,,,-0.850525928,-127.7589768,-1.238088455,-0.740669617,25.22038913176633,-24.45426757,3.26,1.5,,,,88,2288,6.4,777248,645444,647304,606466,677942,672695,666971,694374,545341,54.15,,0,0,1,0,0,,43,7,Cutter,2,9,9,2,9,2,9,2,Standard,Standard,162,-0.002,-0.345,68.8,6.6,,0.345,,-7,7,0.021993486,0.9780065144891079,32,30,32,30,3,2,5,1,6,1,2.25,-0.08,0.08,38.1,-2.59881451,27.174117788144166,24.150865406364563,45.38136883915468,14.26925324870782
SL,2025-07-04,83.5,-1.92,5.77,"Strider, Spencer",641933,675911,,ball,,,,,11,Ball,R,R,R,ATL,BAL,B,,,2,1,2025,0.21,0.2,-0.98,2.38,,,,0,7,Top,,,,,,,1.7658537048676726,-121.6353521,-1.835271978,1.808200639019082,21.959256984392084,-30.03383295,3.14,1.27,,,,85,2333,7,777252,686948,621566,645277,663586,669397,595777,671739,660670,53.5,,,,,,,,52,4,Slider,2,3,3,2,3,2,3,2,Standard,Standard,122,-0.008,0.134,,,,-0.134,,-1,1,0.30779313671502634,0.6922068632849736,26,30,27,30,3,2,5,50,6,1,3.04,-0.21,-0.21,40.8,,,,,
SL,2025-07-04,84.6,-1.51,5.87,"Cecconi, Slade",663837,677944,,foul,,,,,14,Foul,R,R,R,CLE,DET,S,,,0,2,2025,0.29,0.12,0.05,1.12,,,,1,6,Top,,,,,,,3.0688656064633095,-123.202256,-5.0178017,2.3915041547813805,22.968592531442443,-30.21517148,3.45,1.68,1,65,-38,84.8,2485,6.2,777249,666310,467793,682657,608070,682177,680757,666134,671286,54.27,,,,,,,,47,3,Slider,1,2,2,1,2,1,2,1,Strategic,Standard,69,-0.008,0,37.6,7.1,,0,88,-1,1,0.36496659562553063,0.6350334043744694,26,28,26,29,3,2,6,2,5,1,3.04,-0.29,-0.29,39.5,4.897124772622661,15.01933978725644,37.929081468496115,36.11282012495869,23.446252221521092
CH,2025-07-04,84.7,1.11,5.98,"Rodriguez, Eduardo",666023,593958,,ball,,,,,12,Ball,R,R,L,AZ,KC,B,,,2,2,2025,1.33,0.57,2,3.62,,,,0,5,Top,,,,,,,-0.583376526,-123.3247353,-0.281174112,13.635270713083342,26.526060978534954,-26.53022012,3.35,1.62,,,,84.4,1924,6.2,777248,645444,647304,606466,677942,672695,666971,694374,545341,54.26,,,,,,,,43,6,Changeup,2,9,9,2,9,2,9,2,Standard,Standard,131,-0.003,0.112,,,,-0.112,,-7,7,0.021993486,0.9780065144891079,32,30,32,30,3,2,5,1,6,1,2.62,1.33,-1.33,40.6,,,,,
SL,2025-07-04,83.1,-1.89,5.72,"Strider, Spencer",641933,675911,,ball,,,,,14,Ball,R,R,R,ATL,BAL,B,,,1,1,2025,0.52,0.2,0.99,-0.45,,,,0,7,Top,,,,,,,5.6755048011310505,-120.8487605,-8.220833273,4.100536407226777,22.37830691863711,-28.82710197,3.13,1.4,,,,84.7,2310,7.2,777252,686948,621566,645277,663586,669397,595777,671739,660670,53.26,,,,,,,,52,3,Slider,2,3,3,2,3,2,3,2,Standard,Standard,173,-0.008,0.055,,,,-0.055,,-1,1,0.30779313671502634,0.6922068632849736,26,30,27,30,3,2,5,50,6,1,3.09,-0.52,-0.52,40.5,,,,,
FF,2025-07-04,94.3,-1.72,5.47,"Rea, Colin",571448,607067,single,hit_into_play,,,,,2,"Nolan Arenado singles on a ground ball to second baseman Nico Hoerner, deflected by first baseman Michael Busch. Alec Burleson to 2nd.",R,R,R,CHC,STL,X,3,ground_ball,1,2,2025,-0.77,1.1,-0.01,3.09,,,676475,2,7,Top,153.56,164.2,,,,,6.188217065492103,-137.181432,-2.923929744,-11.07105341,31.359204365531347,-17.86979347,3.46,1.67,66,94.5,1,94.7,2201,6.6,777246,608348,683737,663538,807713,621020,664023,691718,663656,53.89,0.466,0.388,0.9,1,1,0,2,52,4,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,226,-0.001,0.434,,,0.543,-0.434,94.5,7,-7,0.9949524547265104,0.005047545,34,34,35,34,3,2,6,4,6,5,1.47,0.77,0.77,27.1,,,,,
SL,2025-07-04,85.6,-1.63,6.45,"Giolito, Lucas",682928,608337,,called_strike,,,,,1,Called Strike,R,L,R,WSH,BOS,S,,,0,0,2025,0.31,0.39,-0.43,3.16,,,660688,1,8,Bot,,,,,,,2.202581370198727,-124.7821807,-2.404383164,2.916091685879729,20.71793902397368,-27.80338745,3.47,1.41,,,,86.1,1872,6.1,777245,665966,647351,666152,691785,596115,681987,678882,677800,54.39,,,,,,,,73,1,Slider,1,11,1,11,11,1,1,11,Infield shade,Strategic,199,0.001,-0.04,,,,0.04,,-10,-10,0.000407063,0.000407063,30,24,31,25,4,3,6,1,5,1,2.66,-0.31,0.31,50.9,,,,,
FF,2025-07-04,94.1,-1.66,5.84,"Cecconi, Slade",663837,677944,,foul,,,,,8,Foul,R,R,R,CLE,DET,S,,,0,1,2025,-0.88,1.16,-0.02,2.1,,,,1,6,Top,,,,,,,6.220399804044965,-136.9173172,-6.645451239,-12.33841507,27.40420404157104,-16.24735749,3.45,1.68,213,79.6,55,94.7,2352,6.5,777249,666310,467793,682657,608070,682177,680757,666134,671286,54.05,,,,,,,,47,2,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,218,-0.008,-0.052,70.8,7.3,,0.052,88,-1,1,0.36496659562553063,0.6350334043744694,26,28,26,29,3,2,6,2,5,1,1.39,0.88,0.88,38.4,2.0591392515742015,4.489175092536625,38.939660494769456,33.961661670119966,26.21808313142986
